CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Washington;Arkansas;AR;14;frontier status, population size, poverty, age;40;180357;190;13.8;27.5;63.1;8.4;1.1;91.2;2.7;1.4;2.6;12.2
White;Arkansas;AR;22;frontier status, population size, poverty, age;28;71332;69;15.5;25.4;60.9;11.9;1.8;93.8;4;0.5;0.5;2.6
Woodruff;Arkansas;AR;75;frontier status, population size, poverty, age, population density;37;8098;14;23;25.2;58.6;13.6;2.5;70.4;28.7;0.2;0.2;0.9
Yell;Arkansas;AR;62;frontier status, population size, poverty, age, population density;32;21391;23;15.6;26.3;59.1;12.6;2;95.4;1.5;0.7;1.3;17.1
Alameda;California;CA;1;frontier status, population size;34;1448905;1964;10.7;26.2;63.3;9;1.5;56.9;13.8;0.7;24.9;20.3
Alpine;California;CA;83;frontier status, population size, poverty, age;29;1159;2;13.1;18.8;69.5;11;0.8;80.1;0.7;18.6;0.4;8.5
Amador;California;CA;26;frontier status, population size, poverty, age;40;38471;65;9.2;19;63.3;15.4;2.4;91.2;4.1;1.6;1.5;9.5
Butte;California;CA;6;frontier status, population size, poverty;53;214185;131;15.8;24.4;60.7;12.2;2.7;89.2;1.6;1.9;4.2;11.6
Calaveras;California;CA;30;frontier status, population size, poverty, age;57;46871;46;9.7;20.8;62;15.1;2.1;93.6;1;1.7;1.3;8.6
Colusa;California;CA;42;frontier status, population size, poverty, age;53;21095;18;13;30.5;56.5;11.2;1.9;93.5;1;2.4;2.5;49.1
Contra Costa;California;CA;2;frontier status, population size, poverty;32;1017787;1414;7.5;27;61.6;9.7;1.7;72.7;9.6;0.7;13.5;20.7
Del Norte;California;CA;51;frontier status, population size, poverty, age, population density;33;28705;28;18.6;23.1;64.2;10.9;1.8;83.3;4.6;6.1;2.9;14.9
El Dorado;California;CA;12;frontier status, population size, poverty, age;57;176841;103;7.5;24;64.3;10.3;1.4;92.5;0.9;1;3.2;10.3
Fresno;California;CA;3;frontier status, population size, poverty;39;877584;147;20.6;32.3;58;8.3;1.4;81.4;5.7;1.9;9;46.4
Glenn;California;CA;33;frontier status, population size, poverty, age;41;27759;21;15.2;29.9;57.8;10.5;1.9;92.5;0.9;2.2;3;32.4
Humboldt;California;CA;6;frontier status, population size, poverty;53;128376;36;15.6;23.2;64.3;10.7;1.9;87.5;1.1;5.4;2.1;7.4
Imperial;California;CA;7;frontier status, population size, poverty;33;155823;37;19.8;31.9;57.8;9.1;1.2;90.6;4.2;1.9;2.6;75.1
Inyo;California;CA;81;frontier status, population size, poverty, age;58;18156;2;10.6;22.7;59.2;15.5;2.6;86.2;0.4;10;1.4;15.9
Kern;California;CA;3;frontier status, population size, poverty;39;756825;93;18.2;32;59.1;7.8;1.1;85.8;6.2;1.7;4.2;43.6
Kings;California;CA;7;frontier status, population size, poverty;33;143420;103;18.2;29.6;63;6.4;0.9;84.3;8.5;2;3.5;46.6
Lake;California;CA;24;frontier status, population size, poverty, age;35;65147;52;14.8;23.7;60.2;13.8;2.4;90.9;2.2;3.1;1.3;14.5
Lassen;California;CA;32;frontier status, population size, poverty, age;37;34751;8;14.9;20.7;70.4;7.7;1.2;84.3;9.5;3.1;1.4;14.9
Los Angeles;California;CA;1;frontier status, population size;34;9935475;2447;17.7;28.9;61;8.7;1.4;74.1;9.7;1.1;13.4;46.4
Madera;California;CA;7;frontier status, population size, poverty;33;142788;67;18.9;29.5;59.9;9.4;1.3;88.6;4.4;3.1;2.2;47.9
Marin;California;CA;11;frontier status, population size, poverty, age;44;246960;475;7.3;21.2;64.3;12.3;2.3;88.7;3.1;0.6;5.5;12.4
Mariposa;California;CA;58;frontier status, population size, poverty, age, population density;48;18069;12;11.3;20;62.6;15.2;2.2;92.3;1.1;3.1;1.1;9.6
Mendocino;California;CA;23;frontier status, population size, poverty, age;37;88161;25;14.6;25;61.4;11.7;2;90.3;0.8;4.8;1.7;19.2
Merced;California;CA;7;frontier status, population size, poverty;33;241706;125;18.2;34.2;57;7.7;1.1;85.4;4.1;1.6;6.8;50.8
Modoc;California;CA;85;frontier status, population size, poverty, age;25;9524;2;16.5;22.6;59.1;16.2;2.2;92.9;0.8;4;0.7;11.9
Mono;California;CA;78;frontier status, population size, poverty, age;43;12509;4;8.7;23;68.9;7.6;0.5;94.6;0.6;2.5;1.4;22.6
Monterey;California;CA;5;frontier status, population size, poverty;25;412104;124;13.7;30.1;60;8.5;1.4;85.5;3.8;1.3;7.1;50.1
Napa;California;CA;13;frontier status, population size, poverty, age;16;132764;176;7.9;24.7;60.8;12.1;2.4;89.3;2;1;5.6;27.3
Nevada;California;CA;18;frontier status, population size, poverty, age;20;98394;103;8.3;20.9;62.2;14.6;2.4;95.6;0.4;0.9;1.1;6.7
Orange;California;CA;1;frontier status, population size;34;2988072;3785;10.6;28.1;61.4;9.1;1.4;78.9;1.9;0.9;16.2;32.1
Placer;California;CA;12;frontier status, population size, poverty, age;57;317028;226;5.9;24.1;61.9;12.1;1.9;90.2;1.3;0.9;4.9;10.5
Plumas;California;CA;40;frontier status, population size, poverty, age;62;21477;8;10.1;20.5;61.1;16.3;2.2;94.1;0.8;2.4;0.7;5.9
Riverside;California;CA;1;frontier status, population size;34;1946419;270;12.3;29.8;58.8;9.8;1.7;84.5;6.5;1.4;5.2;40.5
Sacramento;California;CA;1;frontier status, population size;34;1363482;1412;13.7;28.5;60.6;9.4;1.5;70;10.5;1.1;14;18.2
San Benito;California;CA;29;frontier status, population size, poverty, age;37;55936;40;9.2;31.9;60;7.1;1.1;91.7;1.4;1.6;3.6;50.1
San Bernardino;California;CA;1;frontier status, population size;34;1963535;98;16;32.2;59.7;7.1;1;80.6;9.5;1.4;6;44.2
San Diego;California;CA;1;frontier status, population size;34;2933462;698;11.6;27.5;61.4;9.4;1.6;79.8;5.6;1;10.8;29
San Francisco;California;CA;3;frontier status, population size, poverty;39;739426;15837;12;15.7;69.6;12.4;2.4;56.6;7.3;0.5;33.3;13.5
San Joaquin;California;CA;3;frontier status, population size, poverty;39;664116;475;14.7;31.1;59.3;8.3;1.4;73;7.9;1.3;14.3;34.1
San Luis Obispo;California;CA;16;frontier status, population size, poverty, age;27;255478;77;11.1;22.6;63.1;12.1;2.2;91.3;2.1;1.1;3.3;17.5
San Mateo;California;CA;2;frontier status, population size, poverty;32;699610;1558;6.8;24.5;62.5;11;2;68.5;3.4;0.5;24.8;22.3
Santa Barbara;California;CA;4;frontier status, population size, poverty;25;400762;146;13.1;27.1;60;10.8;2.1;89.1;2.3;1.6;4.8;36.8
Santa Clara;California;CA;1;frontier status, population size;34;1699052;1316;8.8;26.4;63.2;9.1;1.3;63.2;2.8;0.8;30.6;24.5
Santa Cruz;California;CA;14;frontier status, population size, poverty, age;40;249666;561;11.3;25.2;64.5;8.6;1.6;90.9;1.2;1.2;4.3;27.4
Shasta;California;CA;6;frontier status, population size, poverty;53;179904;48;13.4;24.8;60;13;2.1;90.9;1;2.6;2.3;7.1
Sierra;California;CA;79;frontier status, population size, poverty, age;33;3434;4;9.2;21.6;61.4;14.3;2.7;96.9;0.3;1.8;0.1;8.4
Siskiyou;California;CA;34;frontier status, population size, poverty, age;22;45259;7;15.5;22.5;59.4;15.6;2.5;90.7;1.4;3.7;1.4;8.9
Solano;California;CA;10;frontier status, population size, poverty, age;36;411593;496;8.4;28.9;60.9;8.9;1.3;64;15.3;0.9;14.9;20.6
Sonoma;California;CA;9;frontier status, population size, poverty, age;24;466477;296;8.8;25.1;62.4;10.5;2.1;90.2;1.6;1.4;4.1;20.7
Stanislaus;California;CA;5;frontier status, population size, poverty;25;505505;338;14.2;31.1;58.9;8.5;1.4;87.1;3.1;1.5;5.6;37
Sutter;California;CA;23;frontier status, population size, poverty, age;37;88876;148;12.9;28.4;59.5;10.6;1.5;80.9;2.3;1.6;12.6;25.4
Tehama;California;CA;24;frontier status, population size, poverty, age;35;61197;21;14.8;26.4;58.6;13;2;93.8;0.8;2.1;1.1;18.7
Trinity;California;CA;85;frontier status, population size, poverty, age;25;13622;4;14.3;20.5;62.2;15.4;1.8;90.4;0.5;4.5;0.8;4.7
Tulare;California;CA;5;frontier status, population size, poverty;25;410874;85;21.5;34.1;56.6;8;1.3;90.9;1.9;1.9;3.8;54.7
Tuolumne;California;CA;21;frontier status, population size, poverty, age;44;59380;27;11.5;18.9;63.4;15.5;2.2;91.8;3.1;1.8;1.1;10
Ventura;California;CA;2;frontier status, population size, poverty;32;796106;431;9.8;28.8;60.5;9.2;1.5;87.9;2.1;1.2;6.7;35.6
Yolo;California;CA;6;frontier status, population size, poverty;53;184932;183;12.1;27.7;62.8;8.2;1.3;80.7;2.6;1.4;12.1;27.1
Yuba;California;CA;8;frontier status, population size, poverty;54;67153;106;16.7;31.7;58.8;8.3;1.2;82.6;3;2.4;7.8;20.8
Adams;Colorado;CO;4;frontier status, population size, poverty;25;399426;335;10.5;30;62.8;6.5;0.7;89.8;3.2;1.4;3.6;34.5
Alamosa;Colorado;CO;67;frontier status, population size, poverty, age, population density;31;15282;21;18.4;30.1;59.4;9.2;1.4;92.5;1.7;3;1.5;43
Arapahoe;Colorado;CO;10;frontier status, population size, poverty, age;36;529090;659;7.9;27.4;63.1;8.3;1.1;82.4;9.6;0.8;4.8;15.8
Archuleta;Colorado;CO;80;frontier status, population size, poverty, age;41;11886;9;11;22.5;64.2;12.4;0.9;96.5;0.4;1.6;0.5;15.2
Baca;Colorado;CO;84;frontier status, population size, poverty, age;52;4069;2;15.9;22;53.7;20;4.2;97.9;0;0.8;0.5;9.2
Bent;Colorado;CO;88;frontier status, population size, poverty, age;23;5558;4;19.3;23.4;62.1;13.2;1.3;91.8;4.1;2.8;1;30.7
Boulder;Colorado;CO;9;frontier status, population size, poverty, age;24;280440;378;9.5;24.5;66.7;7.6;1.2;92.9;1.1;0.7;3.8;12.5
Broomfield;Colorado;CO;27;frontier status, population size, poverty, age;25;43478;-2222;5.1;28.6;64.6;6.4;0.4;92.1;1.2;0.6;4.5;10.2
Chaffee;Colorado;CO;59;frontier status, population size, poverty, age, population density;32;16968;17;11.6;18.9;62.9;16.1;2.1;96.1;1.7;1;0.5;8.6
Cheyenne;Colorado;CO;79;frontier status, population size, poverty, age;33;1953;1;11.1;26.4;56.7;13.8;3.1;98.3;0.6;1;0.2;9
Clear Creek;Colorado;CO;37;frontier status, population size, poverty, age;30;9197;23;6.8;21.9;71;6.6;0.4;97.3;0.4;0.9;0.7;4.2
Conejos;Colorado;CO;88;frontier status, population size, poverty, age;23;8512;7;19.6;30.3;54;12.9;2.8;97;0.3;2;0.5;55.8
Costilla;Colorado;CO;88;frontier status, population size, poverty, age;23;3424;3;21.6;23.2;57.8;16.5;2.5;93.3;1.1;3.4;1.8;62.8
Crowley;Colorado;CO;87;frontier status, population size, poverty, age;32;5401;7;25.5;18.5;71.1;8.4;1.9;88.7;7.3;2.7;0.9;23.3
Custer;Colorado;CO;80;frontier status, population size, poverty, age;41;3860;5;11;20.1;62.4;16.2;1.3;97.9;0.4;0.8;0.4;3.2
Delta;Colorado;CO;49;frontier status, population size, poverty, age, population density;35;29947;26;13.2;23.2;57.3;16.4;3.1;97.1;0.6;0.9;0.4;12.5
Denver;Colorado;CO;5;frontier status, population size, poverty;25;557917;3638;15.1;25.4;63.7;9;1.9;82.9;10.6;1.4;3.3;34.2
Dolores;Colorado;CO;82;frontier status, population size, poverty, age;37;1827;2;12.1;22.6;60.4;14.3;2.7;96.4;0.1;2.8;0.5;6.8
Douglas;Colorado;CO;12;frontier status, population size, poverty, age;57;249416;297;2.2;30;65.3;4.4;0.4;92.8;1.5;0.5;3.5;6.4
Eagle;Colorado;CO;47;frontier status, population size, poverty, age, population density;34;47530;28;6.4;24.7;71.5;3.5;0.2;97.3;0.6;0.6;1;26.9
Elbert;Colorado;CO;38;frontier status, population size, poverty, age;35;22788;12;5.5;26.9;66;6.5;0.6;96.4;0.7;0.8;0.6;5.1
El Paso;Colorado;CO;10;frontier status, population size, poverty, age;36;565582;266;10.4;28.6;62.4;8;1.1;85.8;6.7;1;3.2;12.2
Fremont;Colorado;CO;49;frontier status, population size, poverty, age, population density;35;47766;31;14;20.2;64.6;13.1;2.1;91.3;5.3;1.3;0.7;10.4
Garfield;Colorado;CO;47;frontier status, population size, poverty, age, population density;34;49810;17;8.5;28.3;63;7.9;0.8;96.9;0.7;0.7;0.6;22.4
Gilpin;Colorado;CO;37;frontier status, population size, poverty, age;30;4932;33;5.8;20.4;72.8;6.4;0.4;96.4;0.9;0.6;1.3;4.6
Grand;Colorado;CO;78;frontier status, population size, poverty, age;43;13211;7;7.6;21.4;69.9;8.1;0.6;97.5;0.6;0.6;0.8;5
Gunnison;Colorado;CO;80;frontier status, population size, poverty, age;41;14226;4;11.7;21.3;71.1;6.7;0.8;96.8;0.6;1;0.7;5.8
Hinsdale;Colorado;CO;78;frontier status, population size, poverty, age;43;765;1;9.3;19.3;63.9;14.9;1.8;97.9;0;1.6;0.5;1.6
Huerfano;Colorado;CO;87;frontier status, population size, poverty, age;32;7771;5;19.2;20.4;61;15.9;2.8;91.9;3;3.3;0.6;34.3
Jackson;Colorado;CO;80;frontier status, population size, poverty, age;41;1448;1;13.1;22.9;60.6;14.3;2.2;98.8;0.3;0.8;0.1;8.1
Jefferson;Colorado;CO;2;frontier status, population size, poverty;32;526801;682;6.8;25.5;63.3;9.9;1.3;93.8;1.1;0.9;2.6;12.6
Kiowa;Colorado;CO;79;frontier status, population size, poverty, age;33;1422;1;10.3;23.5;55.5;16.3;4.7;97.7;0.6;1.5;0.3;3.2
Kit Carson;Colorado;CO;82;frontier status, population size, poverty, age;37;7642;4;13.2;25.6;58.6;13.1;2.7;97;1.9;0.5;0.5;15.9
Lake;Colorado;CO;38;frontier status, population size, poverty, age;35;7738;21;11.6;28.6;63.8;7.1;0.6;96.5;0.4;1.9;0.9;41.3
La Plata;Colorado;CO;28;frontier status, population size, poverty, age;39;47452;28;10.6;22.7;66.7;9.3;1.2;91.4;0.6;5.8;0.7;10.3
Larimer;Colorado;CO;11;frontier status, population size, poverty, age;44;271927;105;9.3;24.9;65;8.8;1.3;94.9;0.9;0.7;1.9;9.3
Las Animas;Colorado;CO;87;frontier status, population size, poverty, age;32;15446;3;15.4;24.4;58.1;14.5;2.9;94.5;0.6;2.7;1;40.8
Lincoln;Colorado;CO;84;frontier status, population size, poverty, age;52;5618;2;15.1;23.1;61.8;12.5;2.6;92.1;5.6;1;1;10.2
Logan;Colorado;CO;58;frontier status, population size, poverty, age, population density;48;20719;11;12.8;26.3;59.6;12.1;2;96;2.3;0.8;0.5;12.6
Mesa;Colorado;CO;16;frontier status, population size, poverty, age;27;129872;39;11.1;24.7;59.9;13.1;2.2;96.3;0.7;0.9;0.7;10.8
Mineral;Colorado;CO;79;frontier status, population size, poverty, age;33;932;1;9.5;17.9;61.6;18.8;1.7;99.2;0;0.3;0;1.9
Moffat;Colorado;CO;80;frontier status, population size, poverty, age;41;13417;3;9.5;28.5;62.5;7.8;1.2;97.3;0.4;0.9;0.4;12.6
Montezuma;Colorado;CO;42;frontier status, population size, poverty, age;53;24778;12;14.9;26.4;58.7;13.3;1.6;87;0.2;10.9;0.4;9.7
Montrose;Colorado;CO;31;frontier status, population size, poverty, age;22;37482;17;12.3;25.5;58.6;13.7;2.2;96.3;0.6;1.3;0.7;16.5
Morgan;Colorado;CO;34;frontier status, population size, poverty, age;22;27995;22;12.8;30.4;55.9;11.4;2.2;97.3;0.7;1;0.5;32.2
Otero;Colorado;CO;75;frontier status, population size, poverty, age, population density;37;19495;15;17.8;28;54.7;14.7;2.6;95.1;1.1;1.6;1;37.8
Ouray;Colorado;CO;78;frontier status, population size, poverty, age;43;4260;8;7.6;21.1;65.7;12.3;1;97.9;0.1;0.8;0.4;3.8
Park;Colorado;CO;78;frontier status, population size, poverty, age;43;16949;8;7.2;22.3;69.4;7.9;0.4;96.6;0.8;0.8;0.6;5.8
Phillips;Colorado;CO;81;frontier status, population size, poverty, age;58;4586;7;10.8;27.7;54;14.7;3.6;97.9;0.3;0.7;0.5;18.4
Pitkin;Colorado;CO;37;frontier status, population size, poverty, age;30;14914;15;5.2;16.9;73.8;8.6;0.7;97;0.7;0.3;1.5;7
Prowers;Colorado;CO;66;frontier status, population size, poverty, age, population density;37;13892;8;17.4;31.1;55.9;10.8;2.2;96.8;0.6;1.5;0.7;37.2
Pueblo;Colorado;CO;6;frontier status, population size, poverty;53;151322;63;15.2;26.3;58.9;12.6;2.2;93.7;2.2;1.9;0.9;38.5
Rio Blanco;Colorado;CO;78;frontier status, population size, poverty, age;43;5973;2;9.2;25.9;61.6;11.2;1.2;97.8;0.2;0.9;0.4;5.8
Rio Grande;Colorado;CO;74;frontier status, population size, poverty, age, population density;30;12227;13;16.6;27;57.4;13.3;2.3;96.7;0.8;1.6;0.5;37.4
Routt;Colorado;CO;37;frontier status, population size, poverty, age;30;21313;9;6.3;21.5;72.6;5.5;0.4;97.7;0.5;0.5;0.5;3.7
Saguache;Colorado;CO;86;frontier status, population size, poverty, age;38;7031;2;20.5;27.2;62.9;8.7;1.3;96.4;0.2;2.2;0.6;45.4
San Juan;Colorado;CO;83;frontier status, population size, poverty, age;29;577;1;13.4;17.1;74.3;8;0.7;98.1;0;1.2;0.7;8.8
San Miguel;Colorado;CO;78;frontier status, population size, poverty, age;43;7213;6;8.7;17.8;78.3;3.6;0.3;97.4;0.3;0.8;1.2;8.7
Sedgwick;Colorado;CO;81;frontier status, population size, poverty, age;58;2529;5;11.1;23.3;53.7;19.6;3.4;98;0.6;0;1.1;13.6
Summit;Colorado;CO;37;frontier status, population size, poverty, age;30;24892;41;6.4;18.8;76.6;4.3;0.3;97.1;0.9;0.4;0.9;13.1
Teller;Colorado;CO;38;frontier status, population size, poverty, age;35;21918;39;7.6;23.8;66.9;8.7;0.6;95.8;1;1;0.7;4.5
Washington;Colorado;CO;81;frontier status, population size, poverty, age;58;4633;2;10.8;24.4;56.5;17;2.1;98.9;0.1;0.7;0.1;7.5
Weld;Colorado;CO;13;frontier status, population size, poverty, age;16;228943;57;10.3;29;62.6;7.2;1.1;95.8;0.8;1;1.2;27.5
Yuma;Colorado;CO;82;frontier status, population size, poverty, age;37;9789;4;12.1;27.8;56.1;13.4;2.6;99.1;0.2;0.3;0.1;18.4
Fairfield;Connecticut;CT;2;frontier status, population size, poverty;32;902775;1443;7.3;26.5;60.4;10.8;2.2;83.7;10.7;0.3;4.2;13.8
Hartford;Connecticut;CT;2;frontier status, population size, poverty;32;877393;1193;9.2;24.9;60.9;11.6;2.6;81.6;13.3;0.3;3.4;12.5
Litchfield;Connecticut;CT;13;frontier status, population size, poverty, age;16;190071;207;5.5;23.2;62.4;11.7;2.7;96;1.4;0.2;1.4;3.1
Middlesex;Connecticut;CT;11;frontier status, population size, poverty, age;44;163214;442;5.1;23.3;62.9;11.2;2.6;91.8;4.7;0.2;2.1;3.5
New Haven;Connecticut;CT;2;frontier status, population size, poverty;32;846766;1398;9.4;24.9;61.2;11.1;2.8;82.4;12.6;0.3;3.3;11.7
New London;Connecticut;CT;9;frontier status, population size, poverty, age;24;266618;400;6.6;24.7;62.2;11;2.1;87.6;6;0.9;3.2;5.9
Tolland;Connecticut;CT;11;frontier status, population size, poverty, age;44;147634;360;5.3;24.2;65.3;9;1.6;92.6;3.4;0.2;2.8;3.4
Windham;Connecticut;CT;12;frontier status, population size, poverty, age;57;115826;226;8.1;24.5;63.7;9.7;2.2;94.7;2.3;0.5;1.1;7.4
Kent;Delaware;DE;15;frontier status, population size, poverty, age;23;143968;244;10.6;26.3;61.4;10.8;1.5;73.7;22;0.6;1.9;3.7
New Castle;Delaware;DE;9;frontier status, population size, poverty, age;24;523008;1227;8.2;25.1;63.3;9.9;1.6;72.3;22.5;0.3;3.6;6.6
Sussex;Delaware;DE;16;frontier status, population size, poverty, age;27;176548;188;10;21.4;59.1;17.2;2.2;83.5;14.1;0.6;0.9;5.8
Washington;District of Columbia;DC;3;frontier status, population size, poverty;39;550521;8966;17.5;21.5;66.3;10.5;1.8;38;57;0.3;3.2;8.4
Alachua;Florida;FL;6;frontier status, population size, poverty;53;223852;256;16.1;23.7;66.1;9;1.2;73.7;20;0.3;4.4;6.3
Baker;Florida;FL;42;frontier status, population size, poverty, age;53;24569;42;13.7;27.2;63.2;9;0.7;85.3;13.3;0.3;0.5;2.3
Bay;Florida;FL;6;frontier status, population size, poverty;53;161558;212;12.8;24.6;61.4;12.8;1.2;84.4;11.3;0.8;1.9;3.1
Bradford;Florida;FL;44;frontier status, population size, poverty, age;33;28118;96;16.2;21.9;65.4;11.5;1.3;76.3;21.9;0.4;0.8;2.9
Brevard;Florida;FL;4;frontier status, population size, poverty;25;531250;522;10.1;22;57.9;17.7;2.4;86.9;9.4;0.4;1.9;6
Broward;Florida;FL;1;frontier status, population size;34;1777638;1475;12.5;25.6;60.4;11.4;2.6;70.4;24.9;0.3;3;21.7
Calhoun;Florida;FL;67;frontier status, population size, poverty, age, population density;31;13290;23;18.1;23.1;62.5;12.5;1.8;81.3;15.9;1.4;0.6;4.4
Charlotte;Florida;FL;13;frontier status, population size, poverty, age;16;157536;227;9.3;16.2;50.1;29.2;4.6;92.7;5.3;0.2;1.1;4.2
Citrus;Florida;FL;6;frontier status, population size, poverty;53;134370;230;12.4;17.4;51.9;26.9;3.7;94.9;2.8;0.4;1.1;3.4
Clay;Florida;FL;12;frontier status, population size, poverty, age;57;171095;285;7.4;26.5;63.3;9.4;0.8;86.6;8.7;0.5;2.5;5.5
Collier;Florida;FL;16;frontier status, population size, poverty, age;27;307242;152;9.6;21.7;54.6;21.1;2.7;92;5.9;0.4;1.1;24.2
Columbia;Florida;FL;8;frontier status, population size, poverty;54;64040;80;15.6;25.3;60.6;12.6;1.4;80.4;17.4;0.6;0.8;3.5
DeSoto;Florida;FL;35;frontier status, population size, poverty, age;27;35406;56;18.3;23.9;58.6;15.6;1.9;84.4;11.8;2.9;0.6;31.2
Dixie;Florida;FL;75;frontier status, population size, poverty, age, population density;37;14647;21;18.6;21.7;60.3;16.5;1.5;89.3;9.5;0.5;0.3;2.1
Duval;Florida;FL;3;frontier status, population size, poverty;39;826436;1068;12.8;28.1;61.6;9.3;1;64.7;30;0.4;3.4;5.3
Escambia;Florida;FL;5;frontier status, population size, poverty;25;296772;448;15.7;26;59.4;13.1;1.5;71.4;23;0.9;2.6;2.9
Flagler;Florida;FL;26;frontier status, population size, poverty, age;40;76410;158;8.2;18.3;56.6;22.6;2.5;88;9.2;0.3;1.6;6.6
Franklin;Florida;FL;71;frontier status, population size, poverty, age, population density;33;10177;19;14.6;21.7;62;14.7;1.6;88.7;10;0.4;0.4;1.5
Gadsden;Florida;FL;53;frontier status, population size, poverty, age, population density;27;46428;90;18;27;60.8;10.8;1.4;42.6;56.4;0.3;0.3;7.9
Gilchrist;Florida;FL;42;frontier status, population size, poverty, age;53;16402;47;14.2;24.4;61.4;13.1;1.2;91.9;6.6;0.4;0.3;3.7
Glades;Florida;FL;43;frontier status, population size, poverty, age;57;11252;15;13.1;20.3;59;18.6;2.1;83.6;10.5;4.9;0.5;17.6
Gulf;Florida;FL;41;frontier status, population size, poverty, age;47;13975;25;15.4;20.4;63.1;15.1;1.5;80.7;17.4;0.7;0.5;2.4
Hamilton;Florida;FL;67;frontier status, population size, poverty, age, population density;31;13983;27;21.8;23.6;65.2;10;1.1;62.5;36.5;0.5;0.4;8.3
Hardee;Florida;FL;69;frontier status, population size, poverty, age, population density;45;28286;44;20.6;29;57.5;12.2;1.3;88.7;9;1.3;0.7;39.7
Hendry;Florida;FL;51;frontier status, population size, poverty, age, population density;33;39561;34;18;31.7;58.1;9.4;0.9;84.2;13.5;1.4;0.6;45.7
